model,dataset,exp,acc,f1,recall,precision,early_stopped_at,time
fcn,SemgHandSubjectCh2,0,0.8488888888888889,0.849593153239491,0.8488888888888889,0.852260505343119,264,17626.69118475914
fcn,ShapeletSim,0,0.8277777777777777,0.8238135834043763,0.8277777777777777,0.8601953601953602,950,5149.242922544479
fcn,ShapesAll,0,0.8583333333333333,0.8567183161583485,0.8583333333333333,0.8737154743404743,335,33571.05926346779
fcn,SmallKitchenAppliances,0,0.784,0.7840335052609793,0.784,0.7862773158875108,212,11040.58219575882
fcn,SmoothSubspace,0,0.9666666666666667,0.9666535242124701,0.9666666666666667,0.9675266332948275,77,1566.5841734409332
fcn,SonyAIBORobotSurface1,0,0.9284525790349417,0.9288120708019633,0.9284525790349417,0.9386736391728072,999,6111.474894762039
fcn,SonyAIBORobotSurface2,0,0.974816369359916,0.974733111246745,0.974816369359916,0.9749800986299415,1050,6745.745625257492
fcn,StarLightCurves,0,0.9696454589606606,0.9698253549705718,0.9696454589606606,0.970120863867097,458,60730.576614141464
fcn,Strawberry,0,0.8567567567567568,0.8597580437580439,0.8567567567567568,0.8951866919080034,145,11420.653447628021
fcn,SwedishLeaf,0,0.9584,0.957859304543934,0.9584,0.9615441602626377,240,15635.893162727356
fcn,Symbols,0,0.9517587939698492,0.9517080359349168,0.9517587939698492,0.9581795559366864,985,5698.639103651047
fcn,SyntheticControl,0,0.99,0.9899996666333299,0.99,0.9900653594771242,177,6862.35679936409
fcn,ToeSegmentation1,0,0.9298245614035088,0.9298516123011251,0.9298245614035088,0.9300218960343849,202,1926.8649008274078
fcn,ToeSegmentation2,0,0.9,0.9007834413386208,0.9,0.9017142857142857,181,1727.2105021476746
fcn,Trace,0,1.0,1.0,1.0,1.0,133,2602.325099468231
fcn,TwoLeadECG,0,0.9991220368744512,0.9991220368744512,0.9991220368744512,0.9991235771606364,960,5512.794023036957
fcn,TwoPatterns,0,0.9185,0.9184805540504938,0.9185,0.9187954073941401,221,27683.465307235718
fcn,UMD,0,1.0,1.0,1.0,1.0,375,3466.377259016037
fcn,UWaveGestureLibraryAll,0,0.804857621440536,0.8023952092982749,0.804857621440536,0.8047208545331298,286,31166.958437919617
fcn,UWaveGestureLibraryX,0,0.7699609156895589,0.7697507726984593,0.7699609156895589,0.7702815393629716,300,22100.044872760773
fcn,UWaveGestureLibraryY,0,0.6658291457286433,0.66211280876566,0.6658291457286433,0.6609771823469147,331,25143.395940303802
fcn,UWaveGestureLibraryZ,0,0.7333891680625348,0.7273625760028964,0.7333891680625348,0.7262582830634842,383,27094.874504089355
fcn,Wafer,0,0.9948085658663206,0.994752103480376,0.9948085658663206,0.9948386012834745,97,6571.970114707947
fcn,Wine,0,0.5,0.3333333333333333,0.5,0.25,51,315.027792930603
fcn,WordSynonyms,0,0.49843260188087773,0.4855575340044214,0.49843260188087773,0.5163628679612016,253,6032.254912614822
fcn,Worms,0,0.8181818181818182,0.8150825020390237,0.8181818181818182,0.8170995670995672,334,5378.646800279617
fcn,WormsTwoClass,0,0.8051948051948052,0.8047907149030745,0.8051948051948052,0.8046626984126984,261,3638.930289030075
fcn,ElectricDevices,0,0.693814031902477,0.6861154913406488,0.693814031902477,0.7124602821107013,225,106170.29281306267
fcn,EOGHorizontalSignal,0,0.5552486187845304,0.5552011775223337,0.5552486187845304,0.5798231979497923,313,7533.875998497009
fcn,EOGVerticalSignal,0,0.4447513812154696,0.42034295796613774,0.4447513812154696,0.4361905776347389,380,9160.63905787468
fcn,EthanolLevel,0,0.252,0.10502910731664161,0.252,0.14604694835680748,51,1594.026706457138
fcn,GunPoint,0,0.9933333333333333,0.9933324440887468,0.9933333333333333,0.9934199134199135,496,2225.8527085781097
fcn,GunPointAgeSpan,0,0.9841772151898734,0.9841776905627083,0.9841772151898734,0.9843555804362607,129,1276.8715794086456
fcn,GunPointMaleVersusFemale,0,0.9936708860759493,0.9936726642737205,0.9936708860759493,0.9937541638907393,129,1261.9307470321655
fcn,GunPointOldVersusYoung,0,0.9619047619047619,0.961779448621554,0.9619047619047619,0.9644874899112187,144,1419.7496559619904
fcn,Ham,0,0.6571428571428571,0.652300597421654,0.6571428571428571,0.6717582417582418,276,2265.107403755188
fcn,HandOutlines,0,0.5297297297297298,0.4995784775601289,0.5297297297297298,0.4841034223077567,69,4699.3310577869415
fcn,Haptics,0,0.4577922077922078,0.45395967734419557,0.4577922077922078,0.46902861281625446,454,4793.985584020615
fcn,Herring,0,0.640625,0.6394353195823784,0.640625,0.6385576923076923,836,4122.045497894287
fcn,HouseTwenty,0,0.42857142857142855,0.26666666666666666,0.42857142857142855,0.7578692493946732,195,1040.5397896766663
fcn,InlineSkate,0,0.3327272727272727,0.3306609439775184,0.3327272727272727,0.376408720989943,123,1182.1737310886383
fcn,Yoga,0,0.858,0.8581055387108776,0.858,0.8641301055255141,353,6751.031017065048
